folder,frame,channel_number
.,Ch101__airtel_trial1_0151_Fav_Captured_0323163732_cycle1_captured_Ch42_delay_2000_findPosition41,101
.,Ch101__airtel_trial1_0152_Fav_Captured_0323163732_cycle1_captured_Ch42_delay_3000_findPosition41,101
.,Ch101__airtel_trial1_0153_Fav_Captured_0323163732_cycle1_captured_Ch42_delay_4000_findPosition41,101
.,Ch101__airtel_trial1_0163_Fav_Captured_0323163732_cycle1_captured_Ch46_delay_2000_findPosition45,101
.,Ch101__airtel_trial1_0164_Fav_Captured_0323163732_cycle1_captured_Ch46_delay_3000_findPosition45,101
.,Ch101__airtel_trial1_0165_Fav_Captured_0323163732_cycle1_captured_Ch46_delay_4000_findPosition45,101
.,Ch101__airtel_trial1_0175_Fav_Captured_0323163732_cycle1_captured_Ch50_delay_2000_findPosition49,101
.,Ch101__airtel_trial1_0176_Fav_Captured_0323163732_cycle1_captured_Ch50_delay_3000_findPosition49,101
.,Ch101__airtel_trial1_0177_Fav_Captured_0323163732_cycle1_captured_Ch50_delay_4000_findPosition49,101
.,Ch101__airtel_trial1_0187_Fav_Captured_0323163732_cycle1_captured_Ch54_delay_2000_findPosition53,101
.,Ch101__airtel_trial1_0188_Fav_Captured_0323163732_cycle1_captured_Ch54_delay_3000_findPosition53,101
.,Ch101__airtel_trial1_0189_Fav_Captured_0323163732_cycle1_captured_Ch54_delay_4000_findPosition53,101
.,Ch101__airtel_trial1_0199_Fav_Captured_0323163732_cycle1_captured_Ch58_delay_2000_findPosition57,101
.,Ch101__airtel_trial1_0200_Fav_Captured_0323163732_cycle1_captured_Ch58_delay_3000_findPosition57,101
.,Ch101__airtel_trial1_0201_Fav_Captured_0323163732_cycle1_captured_Ch58_delay_4000_findPosition57,101
.,Ch101__airtel_trial1_0211_Fav_Captured_0323163732_cycle1_captured_Ch62_delay_2000_findPosition61,101
.,Ch101__airtel_trial1_0212_Fav_Captured_0323163732_cycle1_captured_Ch62_delay_3000_findPosition61,101
.,Ch101__airtel_trial1_0213_Fav_Captured_0323163732_cycle1_captured_Ch62_delay_4000_findPosition61,101
.,Ch101__airtel_trial1_0223_Fav_Captured_0323163732_cycle1_captured_Ch66_delay_2000_findPosition65,101
.,Ch101__airtel_trial1_0224_Fav_Captured_0323163732_cycle1_captured_Ch66_delay_3000_findPosition65,101
.,Ch101__airtel_trial1_0225_Fav_Captured_0323163732_cycle1_captured_Ch66_delay_4000_findPosition65,101
.,Ch101__airtel_trial1_0235_Fav_Captured_0323163732_cycle1_captured_Ch70_delay_2000_findPosition69,101
.,Ch101__airtel_trial1_0236_Fav_Captured_0323163732_cycle1_captured_Ch70_delay_3000_findPosition69,101
.,Ch101__airtel_trial1_0237_Fav_Captured_0323163732_cycle1_captured_Ch70_delay_4000_findPosition69,101
.,Ch101__airtel_trial1_0247_Fav_Captured_0323163732_cycle1_captured_Ch74_delay_2000_findPosition73,101
.,Ch101__airtel_trial1_0248_Fav_Captured_0323163732_cycle1_captured_Ch74_delay_3000_findPosition73,101
.,Ch101__airtel_trial1_0249_Fav_Captured_0323163732_cycle1_captured_Ch74_delay_4000_findPosition73,101
.,Ch101__airtel_trial1_0259_Fav_Captured_0323163732_cycle1_captured_Ch78_delay_2000_findPosition77,101
.,Ch101__airtel_trial1_0260_Fav_Captured_0323163732_cycle1_captured_Ch78_delay_3000_findPosition77,101
.,Ch101__airtel_trial1_0261_Fav_Captured_0323163732_cycle1_captured_Ch78_delay_4000_findPosition77,101
.,Ch101__airtel_trial1_0271_Fav_Captured_0323165334_cycle1_captured_Ch3_delay_2000_findPosition81,101
.,Ch101__airtel_trial1_0272_Fav_Captured_0323165334_cycle1_captured_Ch3_delay_3000_findPosition81,101
.,Ch101__airtel_trial1_0273_Fav_Captured_0323165334_cycle1_captured_Ch3_delay_4000_findPosition81,101
.,Ch102__airtel_trial1_0016_All_channels_Captured_0323160626_cycle1_captured_Ch6_delay_2000_findPosition14,102
.,Ch102__airtel_trial1_0017_All_channels_Captured_0323160626_cycle1_captured_Ch6_delay_3000_findPosition14,102
.,Ch102__airtel_trial1_0018_All_channels_Captured_0323160626_cycle1_captured_Ch6_delay_4000_findPosition14,102
.,Ch110__airtel_trial1_0325_Sports_Captured_0323170409_cycle1_captured_Ch1_delay_2000_findPosition89,110
.,Ch110__airtel_trial1_0326_Sports_Captured_0323170409_cycle1_captured_Ch1_delay_3000_findPosition89,30
.,Ch110__airtel_trial1_0327_Sports_Captured_0323170409_cycle1_captured_Ch1_delay_4000_findPosition89,30
.,Ch110__airtel_trial1_0328_Sports_Captured_0323170409_cycle1_captured_Ch2_delay_2000_findPosition90,110
.,Ch110__airtel_trial1_0329_Sports_Captured_0323170409_cycle1_captured_Ch2_delay_3000_findPosition90,110
.,Ch142__airtel_trial1_0332_Sports_Captured_0323170514_cycle1_captured_Ch1_delay_3000_findPosition91,142
.,Ch142__airtel_trial1_0333_Sports_Captured_0323170514_cycle1_captured_Ch1_delay_4000_findPosition91,142
.,Ch142__airtel_trial1_0340_Sports_Captured_0323170514_cycle1_captured_Ch4_delay_2000_findPosition94,142
.,Ch142__airtel_trial1_0341_Sports_Captured_0323170514_cycle1_captured_Ch4_delay_3000_findPosition94,142
.,Ch142__airtel_trial1_0342_Sports_Captured_0323170514_cycle1_captured_Ch4_delay_4000_findPosition94,142
.,Ch143__airtel_trial1_0334_Sports_Captured_0323170514_cycle1_captured_Ch2_delay_2000_findPosition92,143
.,Ch143__airtel_trial1_0335_Sports_Captured_0323170514_cycle1_captured_Ch2_delay_3000_findPosition92,143
.,Ch143__airtel_trial1_0336_Sports_Captured_0323170514_cycle1_captured_Ch2_delay_4000_findPosition92,143
.,Ch143__airtel_trial1_0343_Sports_Captured_0323170514_cycle1_captured_Ch5_delay_2000_findPosition95,143
.,Ch143__airtel_trial1_0344_Sports_Captured_0323170514_cycle1_captured_Ch5_delay_3000_findPosition95,143
.,Ch143__airtel_trial1_0345_Sports_Captured_0323170514_cycle1_captured_Ch5_delay_4000_findPosition95,143
.,Ch144__airtel_trial1_0337_Sports_Captured_0323170514_cycle1_captured_Ch3_delay_2000_findPosition93,144
.,Ch144__airtel_trial1_0338_Sports_Captured_0323170514_cycle1_captured_Ch3_delay_3000_findPosition93,144
.,Ch144__airtel_trial1_0339_Sports_Captured_0323170514_cycle1_captured_Ch3_delay_4000_findPosition93,144
.,Ch223__airtel_trial1_0364_Sports_Captured_0323170730_cycle1_captured_Ch4_delay_2000_findPosition102,223
.,Ch223__airtel_trial1_0365_Sports_Captured_0323170730_cycle1_captured_Ch4_delay_3000_findPosition102,223
.,Ch223__airtel_trial1_0366_Sports_Captured_0323170730_cycle1_captured_Ch4_delay_4000_findPosition102,223
.,Ch224__airtel_trial1_0347_Sports_Captured_0323170730_cycle1_captured_Ch0_delay_2000_findPosition103,224
.,Ch240__airtel_trial1_0359_Sports_Captured_0323170730_cycle1_captured_Ch3_delay_2000_findPosition101,240
.,Ch255__airtel_trial1_0361_Sports_Captured_0323170730_cycle1_captured_Ch3_delay_3000_findPosition101,255
.,Ch277__airtel_trial1_0352_Sports_Captured_0323170730_cycle1_captured_Ch1_delay_2000_findPosition96,277
.,Ch277__airtel_trial1_0353_Sports_Captured_0323170730_cycle1_captured_Ch1_delay_3000_findPosition96,277
.,Ch277__airtel_trial1_0354_Sports_Captured_0323170730_cycle1_captured_Ch1_delay_4000_findPosition96,277
.,Ch277__airtel_trial1_0358_Sports_Captured_0323170730_cycle1_captured_Ch3_delay_2000_findPosition98,277
.,Ch277__airtel_trial1_0360_Sports_Captured_0323170730_cycle1_captured_Ch3_delay_3000_findPosition98,277
.,Ch277__airtel_trial1_0362_Sports_Captured_0323170730_cycle1_captured_Ch3_delay_4000_findPosition98,277
.,Ch279__airtel_trial1_0313_Sports_Captured_0323165857_cycle1_captured_Ch1_delay_2000_findPosition85,279
.,Ch279__airtel_trial1_0314_Sports_Captured_0323165857_cycle1_captured_Ch1_delay_3000_findPosition85,279
.,Ch279__airtel_trial1_0315_Sports_Captured_0323165857_cycle1_captured_Ch1_delay_4000_findPosition85,279
.,Ch279__airtel_trial1_0316_Sports_Captured_0323165857_cycle1_captured_Ch2_delay_2000_findPosition86,279
.,Ch279__airtel_trial1_0317_Sports_Captured_0323165857_cycle1_captured_Ch2_delay_3000_findPosition86,279
.,Ch279__airtel_trial1_0318_Sports_Captured_0323165857_cycle1_captured_Ch2_delay_4000_findPosition86,279
.,Ch279__airtel_trial1_0319_Sports_Captured_0323165857_cycle1_captured_Ch3_delay_2000_findPosition87,279
.,Ch279__airtel_trial1_0320_Sports_Captured_0323165857_cycle1_captured_Ch3_delay_3000_findPosition87,279
.,Ch279__airtel_trial1_0321_Sports_Captured_0323165857_cycle1_captured_Ch3_delay_4000_findPosition87,279
.,Ch279__airtel_trial1_0322_Sports_Captured_0323165857_cycle1_captured_Ch4_delay_2000_findPosition88,279
.,Ch279__airtel_trial1_0323_Sports_Captured_0323165857_cycle1_captured_Ch4_delay_3000_findPosition88,279
.,Ch279__airtel_trial1_0324_Sports_Captured_0323165857_cycle1_captured_Ch4_delay_4000_findPosition88,279
.,Ch279__airtel_trial1_0346_Sports_Captured_0323170730_cycle1_captured_Ch0_delay_2000_findPosition99,279
.,Ch279__airtel_trial1_0348_Sports_Captured_0323170730_cycle1_captured_Ch0_delay_3000_findPosition99,279
.,Ch279__airtel_trial1_0350_Sports_Captured_0323170730_cycle1_captured_Ch0_delay_4000_findPosition99,279
.,Ch279__airtel_trial1_0355_Sports_Captured_0323170730_cycle1_captured_Ch2_delay_2000_findPosition97,279
.,Ch279__airtel_trial1_0356_Sports_Captured_0323170730_cycle1_captured_Ch2_delay_3000_findPosition97,279
.,Ch279__airtel_trial1_0357_Sports_Captured_0323170730_cycle1_captured_Ch2_delay_4000_findPosition97,279
.,Ch279__airtel_trial1_0363_Sports_Captured_0323170730_cycle1_captured_Ch3_delay_4000_findPosition101,279
.,Ch279__airtel_trial1_0367_Sports_Captured_0323170825_cycle1_captured_Ch1_delay_2000_findPosition100,279
.,Ch279__airtel_trial1_0368_Sports_Captured_0323170825_cycle1_captured_Ch1_delay_3000_findPosition100,279
.,Ch279__airtel_trial1_0369_Sports_Captured_0323170825_cycle1_captured_Ch1_delay_4000_findPosition100,279
.,Ch444__airtel_trial1_0283_Relegion_Tamil_Captured_0323161324_cycle1_captured_Ch1_delay_2000_findPosition18,444
.,Ch444__airtel_trial1_0284_Relegion_Tamil_Captured_0323161324_cycle1_captured_Ch1_delay_3000_findPosition18,444
.,Ch444__airtel_trial1_0285_Relegion_Tamil_Captured_0323161324_cycle1_captured_Ch1_delay_4000_findPosition18,444
.,Ch445__airtel_trial1_0287_Relegion_Tamil_Captured_0323161324_cycle1_captured_Ch2_delay_3000_findPosition19,445
.,Ch445__airtel_trial1_0288_Relegion_Tamil_Captured_0323161324_cycle1_captured_Ch2_delay_4000_findPosition19,445
.,Ch446__airtel_trial1_0289_Relegion_Tamil_Captured_0323161324_cycle1_captured_Ch3_delay_2000_findPosition20,446
.,Ch446__airtel_trial1_0290_Relegion_Tamil_Captured_0323161324_cycle1_captured_Ch3_delay_3000_findPosition20,446
.,Ch446__airtel_trial1_0291_Relegion_Tamil_Captured_0323161324_cycle1_captured_Ch3_delay_4000_findPosition20,446
.,Ch447__airtel_trial1_0292_Relegion_Tamil_Captured_0323161324_cycle1_captured_Ch4_delay_2000_findPosition21,447
.,Ch447__airtel_trial1_0293_Relegion_Tamil_Captured_0323161324_cycle1_captured_Ch4_delay_3000_findPosition21,447
.,Ch447__airtel_trial1_0294_Relegion_Tamil_Captured_0323161324_cycle1_captured_Ch4_delay_4000_findPosition21,447
.,Ch449__airtel_trial1_0295_Relegion_Tamil_Captured_0323161324_cycle1_captured_Ch5_delay_2000_findPosition22,449
.,Ch449__airtel_trial1_0296_Relegion_Tamil_Captured_0323161324_cycle1_captured_Ch5_delay_3000_findPosition22,449
.,Ch449__airtel_trial1_0297_Relegion_Tamil_Captured_0323161324_cycle1_captured_Ch5_delay_4000_findPosition22,449
.,Ch451__airtel_trial1_0301_Relegion_Tamil_Captured_0323161324_cycle1_captured_Ch7_delay_2000_findPosition24,451
.,Ch451__airtel_trial1_0302_Relegion_Tamil_Captured_0323161324_cycle1_captured_Ch7_delay_3000_findPosition24,451
.,Ch451__airtel_trial1_0303_Relegion_Tamil_Captured_0323161324_cycle1_captured_Ch7_delay_4000_findPosition24,451
.,Ch451__airtel_trial1_0307_Relegion_Tamil_Captured_0323161324_cycle1_captured_Ch9_delay_2000_findPosition26,451
.,Ch451__airtel_trial1_0308_Relegion_Tamil_Captured_0323161324_cycle1_captured_Ch9_delay_3000_findPosition26,451
.,Ch451__airtel_trial1_0309_Relegion_Tamil_Captured_0323161324_cycle1_captured_Ch9_delay_4000_findPosition26,451
.,Ch453__airtel_trial1_0298_Relegion_Tamil_Captured_0323161324_cycle1_captured_Ch6_delay_2000_findPosition23,453
.,Ch453__airtel_trial1_0299_Relegion_Tamil_Captured_0323161324_cycle1_captured_Ch6_delay_3000_findPosition23,453
.,Ch453__airtel_trial1_0300_Relegion_Tamil_Captured_0323161324_cycle1_captured_Ch6_delay_4000_findPosition23,453
.,Ch453__airtel_trial1_0304_Relegion_Tamil_Captured_0323161324_cycle1_captured_Ch8_delay_2000_findPosition25,453
.,Ch453__airtel_trial1_0305_Relegion_Tamil_Captured_0323161324_cycle1_captured_Ch8_delay_3000_findPosition25,453
.,Ch453__airtel_trial1_0306_Relegion_Tamil_Captured_0323161324_cycle1_captured_Ch8_delay_4000_findPosition25,453
.,Ch453__airtel_trial1_0310_Relegion_Tamil_Captured_0323161324_cycle1_captured_Ch10_delay_2000_findPosition27,453
.,Ch453__airtel_trial1_0311_Relegion_Tamil_Captured_0323161324_cycle1_captured_Ch10_delay_3000_findPosition27,453
.,Ch453__airtel_trial1_0312_Relegion_Tamil_Captured_0323161324_cycle1_captured_Ch10_delay_4000_findPosition27,453
